Domain,Word,Definition,TLD
olowa.lu,olowalu,"   • joint action; 
   • simultaneous sounds; 
   • din of many voices, sounds, as of horns or roosters; 
   • to rush or attack in concert; 
   • a group, as of hills (olowalu puʻu).   ",lu
ol.ua,olua, ,ua
oluwa.lu,oluwalu,name reported for a minor illness (no data). ,lu
o.ma,oma,"to strike with the hands and arms, as in swimming. ",ma
o.mo,omo,"to suck, absorb; suckling; to gasp (Kep. 116); to evaporate, as water; absorbent; suction tube, rubber nipple. ",mo
omo.ki,omoki, ,ki
omoo.mo,omoomo, ,mo
o.na,ona,"mite, louse. ",na
onao.na,onaona,"   • softly fragrant; soft fragrance or perfume, aroma; 
   • gentle and sweet, as the eyes or disposition; 
   • inviting, attractive, alluring, lovely.   ",na
oneha.li,onehali,"name of a Kauaʻi wind. lit., sand carrying. ",li
one.na,onena,sandy; pale. ,na
one.one,oneone,"sandy, gritty, grainy. ",one
oneoneihon.ua,oneoneihonua,name of a death-bringing prayer or for a heiau dedication. ,ua
o.ni,oni,"   • to appear, 
   • reach out, 
   • jut or extend out. ",ni
onio.ni,onioni, ,ni
o.no,ono,"large mackerel type fish (Acanthocybium solandri), to 1.5 or 1.8 m in length; choice eating. Known in Florida and the West Indies as the wahoo. ",no
p.ae,pae,"   • cluster, group; 
   • row, 
   • margin or bank, as of a taro patch; 
   • level, as of a platform.   ",ae
paeh.eu,paeheu,large bundle. ,eu
paehu.mu,paehumu,taboo enclosure about a chief's house or about a heiau. ,mu
paeloahi.ki,paeloahiki,"name of a star or for the Milky Way. lit., eastern long row. ",ki
pae.na,paena,"landing place, as of canoes (paena waʻa) or of waves (paena nalu); landing. ",na
paep.ae,paepae,"   • a support, prop; to support, hold up, sustain; 
   • stool, 
   • pavement, 
   • house platform; plate of a house on which the rafters rest; 
   • block to keep an outrigger float off the ground; 
   • log or wooden horse that supports a seesaw; 
   • rows.    ",ae
paha.ma,pahama,Bahama. ,ma
paheleha.la,pahelehala,"wind off Waiʻanae, Oʻahu (PH 161), and associated with Naue, Kauaʻi (For. 5:97). lit., pandanus ensnarement. ",la
pahe.mo,pahemo,"loosened, slipping off; to loosen, get loose; weakening, as a voice. ",mo
pahika.ua,pahikaua,"same as kala liʻiliʻi, a fish (see kala₃). ",ua
pahil.au,pahilau,"untrue, false; untruth (contraction of pāhili, variable, and lau, much). ",au
pahi.li,pahili,"to braid. fig., to confuse, entangle, deceive. ",li
pahi.nu,pahinu, ,nu
pa.hu,pahu,"stake, staff, stick, post, pole. ",hu
pah.ua,pahua, ,ua
pahu.hu,pahuhu,young of the fish uhu. ,hu
pahukai.na,pahukaina,ashes. ,na
pahuka.la,pahukala,sham battle with sharp weapons. ,la
pahu.lu,pahulu,"   • nightmare (named for a chief of evil spirits on Lānaʻi who was killed by Kaululāʻau [Ka-ulu-lāʻau]; his spirit enchanted certain fish, especially goatfish, weke; if a weke head is eaten near bedtime, nightmares are said to result; the closer to Lānaʻi the weke is caught, the worse the nightmare); 
   • ghost; 
   • haunted; 
   • unlucky. ",lu
pahuluho.pe,pahuluhope,"demented, to behave as if crazy. ",pe
pahulu.lu,pahululu,"somewhat rainy, showery. ",lu
pahu.na,pahuna,"a pushing, thrust, hurling, piercing, etc., as of an ihe spear. ",na
pahupa.hu,pahupahu, ,hu
p.ai,pai,"to urge, encourage, rouse, stir up, excite. ",ai
paika.no,paikano,to make a great pet of; to treat with great favor. ,no
paik.au,paikau,"   • to march, 
   • drill, 
   • parade, 
   • pass to and fro; 
   • to practice firearms.    ",au
pai.ki,paiki,"bag, suitcase, satchel, pocketbook, purse. ",ki
paiki.ni,paikini,"fashion, style. ",ni
paiku.li,paikuli,those in charge of a chief's property. ,li
paiku.mu,paikumu,to have connections with important or influential persons. ,mu
pai.la,paila,"pile, heap; to heap up. ",la
paila.ni,pailani,"   • similar to mailani, to extol, praise, treat as a chief or great favorite, indulge, spoil, favor... but often pejorative; 
   • to spoil.   ",ni
pail.ua,pailua,"nausea; nauseating, abominable. ",ua
pai.na,paina,"na form of pai₂; to lift; lifting, swelling or breaking, as waves. ",na
paini.ki,painiki,to dress in tight-fitting garments; buttoned up tightly. ,ki
pa.io,paio,"to quarrel, argue, fight; combat, argument, conflict, strife, battle, struggle; to contend, as conflicting winds. ",io
paip.ai,paipai,to lobby. ,ai
paipa.la,paipala,Bible; Biblical. ,la
pak.ai,pakai,"spleen amaranth (Amaratihus dubius), a coarse, erect, spineless, weedy, tropical herb; it looks much like spinach, and the young plants are similarly used. ",ai
pakala.na,pakalana,"the Chinese violet (Telosma cordata), which has yellowish-green flowers. [(Neal 700-701): A vine with slender, cylindrical, downy branches, native to India and China, grown for the delightfully fragrant flowers, which in Hawaii are popular for leis. ... The narrow, cylindrical, podlike fruits sometimes develop in Hawaii. A Hawaiian name, pakalana, is sometimes applied to this vine, a name rightfully belonging to Michelia alba (cf miulana)] ",na
pakali.ao,pakaliao,codfish. ,ao
pakalio.na,pakaliona,battalion. ,na
pakal.ua,pakalua,"wrinkled, coarse, as skin or bark; encrusted, as with grime or rust. ",ua
pakapak.ai,pakapakai,young pakai seedlings. ,ai
paka.ua,paka ua,raindrops. ,ua
pakawe.li,pakaweli,"a variety of sugar cane, with different names on different islands. A deep purple-red and green striped cane resembling ʻakilolo but the leaves somewhat variegated; also producing mutants of solid yellow and red, like nānahu, pilimai. ",li
pa.ke,pake,putty. ,ke
pakelo.na,pakelona,"patron, patron saint. ",na
pake.mo,pakemo,"same as pakelo, 
   • to slip out, as an animal from a trap or a fish from the hand; 
   • slippery, slick, slipping, sliding; 
   • to thrust, as a spear.   ",mo
pakiniha.ma,pakinihama,Buckingham. ,ma
pakoha.na,pakohana,bare. ,na
pako.ke,pakoke, ,ke
pa.la,pala,"   • daub, 
   • smear, smudge, blot; 
   • dab of excreta 
   (cf. pala kūkae).    ",la
palahaika.la,palahaikala,old name of an illness (no data). ,la
palahe.mo,palahemo, ,mo
palahoa.na,palahoana, ,na
palahu.ki,palahuki,"rotten, as a banana stump; overripe, as banana fruit with juice dripping and black skin, as used in medicine. ",ki
palahu.li,palahuli,"   • to turn over, 
   • fall over; 
   • to fall down while walking or running (NKE12). ",li
pal.ai,palai,"a native fern (Microlepia setosa), growing wild and cultivated, 95 to 130 cm high. The lacy, ovate fronds look much like those of the palaʻā but are somewhat hairy instead of smooth. The palai was one of the important plants placed on the hula altar to Laka, goddess of hula; it is famous in song (see wilia). also palapalai. ",ai
palai.ki,palaiki,sound of a stone falling into water; to fall with a sound; plump. ,ki
palail.ai,palailai,"young of the lai, a fish. ",ai
palai.na,palaina,"turning away in embarrassment, confusion, or humility, concealment of true feelings. ",na
palakahu.ki,palakahuki,"overcooked to the point of falling apart, as meat (less common than moʻa palahē). ",ki
palak.ai,palakai,"sickly, withered, stunted, puny, as unhealthy plants or people. ",ai
palaka.ma,palakama,balsam. ,ma
pala.ki,palaki,"black, as skin. ",ki
palaki.la,palakila,"Brazil, Brazilian. ",la
palak.ua,palakua, ,ua
pala.la,palala,barrel. ,la
palalo.li,palaloli, ,li
pala.ma,palama,plum. ,ma
palami.la,palamila,Palmyra. ,la
palami.mo,palamimo,"   • to pilfer quickly, as of a skilled pickpocket; 
   • to move easily and noiselessly; 
   • to do or act deftly; 
   • neatly; neat.
   • swift,     ",mo
palam.io,palamio, ,io
palamo.la,palamola,Palmyra. ,la
pala.ni,palani,"a surgeonfish (Acanthurus dussumieri), famous for a strong odor. ",ni
palapa.la,palapala,"Maui name for pualu, a fish. ",la
palapalahon.ua,palapalahonua,"map (less used than palapalaʻāina). lit., land document. ",ua
palapal.ai,palapalai, ,ai
palapala.ni,palapalani, ,ni
palapalau.lu,palapalaulu,colorful. ,lu
pal.au,palau,"betrothal; betrothed, engaged. ",au
palau.ki,palauki,blouse. ,ki
palau.li,palauli,"dark, as the skin, clouds. ",li
palaw.ai,palawai,athlete's foot. ,ai
palawi.li,palawili,"to twist, turn. ",li
palekala.pa,palekalapa,paragraph. ,pa
paleka.ma,palekama,balsam. ,ma
paleka.na,palekana,"safe, saved, rescued; convalescent; to ward off, brush aside, rescue, protect; to recover from illness; defense, savior, safety, security. (pale₁ + -kana, nominalizer). ",na
palekeki.ne,palekekine,Palestine. ,ne
pale.ki,paleki,brake. ,ki
palekike.na,palekikena, ,na
paleko.ki,palekoki,"petticoat, skirt. ",ki
paleko.na,palekona,falcon. ,na
pale.la,palela,"lazy, indolent, slow-moving; to saunter along as though bored. ",la
palelo.na,palelona,"furlong, in surveying. ",na
pale.mo,palemo,Palermo. ,mo
pale.moe,pale moe,bed sheet. ,moe
pale.na,palena,"   • boundary, border, 
   • limit, 
   • margin, 
   • juncture, 
   • separation, 
   • partitioning; 
   • terms of a fraction.    ",na
pali.la,palila,"an endangered gray, yellow, and white Hawaiian honey creeper (Psittirostra bailleui, P. kona); endemic to the island of Hawaiʻi. Its bill is especially suited for opening māmane tree pods. Its only home is on Mauna Kea, Hawaiʻi. ",la
pali.li,palili,small weak taro shoot (preceded by ke). ,li
pali.ma,palima,primer; to study a primer. ,ma
palipa.li,palipali,"precipitous, full of cliffs and steep hills. ",li
paliu.li,paliuli,"a legendary land of plenty and joy, said to be on Hawaiʻi, where chiefs' children were raised; now a place name on several islands. lit., green cliff. see chant, pulelo and saying, glory. ",li
palo.ke,paloke,broken. ,ke
palo.la,palola,parole. ,la
pa.lu,palu,"to lick, lap. ",lu
paluke.la,palukela,Brussels. ,la
palu.la,palula,cooked sweet-potato leaves. ,la
palu.nu,palunu,a creeping plant (no data). ,nu
paminaha.ma,paminahama,Birmingham. ,ma
pa.na,pana,"   • to shoot, as marbles, arrows, bow; 
   • bow and arrows; 
   • to snap, as with fingers and thumb to punish a child; 
   • to flip.    ",na
panai.ki,panaiki,diagonal. ,ki
panakalu.pa,panakalupa,bankrupt. ,pa
panapa.na,panapana,"to strike gently, as the butt of a coconut midrib used as a pole for catching crab. ",na
panapan.au,panapanau, ,au
pan.au,panau,"   • to move up and down as a seesaw;    • to flip along, as a lobster;    • restless, uneasy, always on the move;    • to gad about;    • pulsating motion of male organ;    • a vulgar or contemptuous gesture signifying the latter, made with the fist of one hand, while the other hand grasps the elbow joint, jerking the forearm and clenched fist upwards.    ",au
pa.ne,pane,"(preceded by ke). 
   • hind part of the head; 
   • top or summit, as of a mountain     ",ne
panek.ai,panekai,"to move in, of the tide. ",ai
panekalu.pa,panekalupa,bankrupt. ,pa
paneka.na,panekana, ,na
paneko.la,panekola,Bangor. ,la
pane.na,panena,answer. ,na
panepa.ne,panepane,"to retort, talk back. ",ne
pa.ni,pani,"substitute, replace, represent, fill a breach or vacancy; substitute, vice- (sometimes preceded by ke). ",ni
pania.na,paniana,banyan (Ficus spp.) ,na
pani.ki,paniki,"coloring matter, as for tapa. ",ki
pani.na,panina,"   • end, closing, closure, very last, conclusion, finish, cessation, 
   • breaking off or cutting short; 
   • definitive, 
   • classic. ",na
panio.la,paniola,"late var. of paniolo, cowboy. ",la
panipa.ni,panipani, ,ni
pa.no,pano,"dark, as clouds; obscure, black, shiny-black, deep blue-black. fig., unapproachable as the unknown, said of very high chiefs believed to be of divine descent. ",no
panono.no,panonono,"full of holes, cracks; cracked. ",no
panopa.no,panopano, ,no
p.ao,pao,"(preceded by ke).
   • to scoop out, dub out, as a log for a canoe; chisel out, gouge; digging, scooping, etc. 
   • or as of the action of the sea on the coast; undermine, erode, 
   • to peck, 
   • bore. 
   • fig., blunt, cruel, harsh in speech; to rebuke;   ",ao
paoko.ke,paokoke,to betray one's relatives or those close (koke) to one. ,ke
paomo.ni,paomoni,"to contend with, make war on, ",ni
pao.na,paona,"pound, balance, scales, weight. ",na
paop.ao,paopao, ,ao
pa.pa,papa,"native-born, especially for several generations (see noho papa₂); offspring of the mating of an individual of piʻo, naha, or nīʻaupiʻo rank, with one of kaukaualiʻi rank; the lowest ranking aristocrat. ",pa
papaho.la,papahola,face of a clock or watch. ,la
papa.hu,papahu,to push. ,hu
papail.ua,papailua, ,ua
papake.ma,papakema,baptism. ,ma
papa.la,papala, ,la
papale.na,papalena,"fending off, warding off, pushing aside. ",na
papa.li,papali,"small cliff or slope, as along a ravine. ",li
papa.like,papa like,"of the same species, class, rank. ",like
papa.lu,papalu, ,lu
papa.moe,papa moe,"horizontal stratum. fig., sick. ",moe
papa.ne,papane, ,ne
papa.ni,papani,"interception, shutting off, as from view; to block. ",ni
papa.no,papano, ,no
pap.ao,papao, ,ao
papa.pa,papapa,"young stage of nenue, rudder fish. ",pa
papapa.pa,papapapa, ,pa
papap.au,papapau,"redup. of papau, deeply engaged... finished... united...;  everyone. ",au
pap.au,papau,"   • deeply engaged, as in an activity; engrossed, absorbed, 
   • finished; 
   • united; all, all together.    ",au
papaw.ai,papawai,"rain name associated with Olowalu, West Maui. ",ai
papeke.ma,papekema,"to baptize, baptismal; baptism. also papakema. ",ma
papeki.ke,papekike,Baptist. ,ke
papi.ne,papine,Baffin. ,ne
papu.na,papuna,baboon. ,na
p.au,pau,"said to be (used in special idioms, unfavorably). ",au
pa.ua,paua, ,ua
pauahila.ni,pauahilani,"name of a star, said to appear early on the night of Muku. ",ni
pauk.ua,paukua, ,ua
pau.la,paula,powder. ,la
pauleh.ua,paulehua, ,ua
paulinali.na,paulinalina,"to gird the waist tightly, to stretch, make taut. ",na
paul.ua,paulua, ,ua
pau.ma,pauma,pump; to pump. ,ma
paumak.ua,paumakua,a small bright star that appears on the night of Hilo in the month of Welo and stays all the month. ,ua
paumakuala.ni,paumakualani,"a star observed by priests, in the month of Kaulua and visible through the month of Ikiiki. ",ni
paup.au,paupau, ,au
pauwa.la,pauwala,"a star that appears in the night of Muku in the month of Māhoe Mua, and remains visible through the month of Māhoe Hope; it follows the star Ululoa, and was considered the latter's ""servant."" ",la
peawi.ni,peawini,fair wind. ,ni
pehe.mo,pehemo,behemoth. ,mo
pehi.na,pehina,"throwing; pelting, as of rain. ",na
pe.hu,pehu,"   • swollen; distended; swelling; to swell; 
   • dropsy, edema. 
   • fig., swollen with pride or conceit; 
   • longing to eat, hunger (short for makapehu, eyes big with hunger). 
Types of pehu, dropsy, were qualified by the terms ale ʻai, food gulping; kālaʻe, clearing. see wāwae pehu (gout, swollen legs or feet), and below. ",hu
peh.ua,pehua, ,ua
pehupe.hu,pehupehu, ,hu
peka.na,pekana,"pagan, heathen. ",na
pe.ke,peke,"   • dwarf, brownie, elf, goblin, midget; 
   • dwarfish, minute;  tiny.
   • short, as steps or stitches; ",ke
pekek.eu,pekekeu, ,eu
peke.la,pekela, ,la
pekela.la,pekelala,federal. ,la
pekelehe.ma,pekelehema,Bethlehem. ,ma
peke.na,pekena, ,na
pekepe.ke,pekepeke, ,ke
pe.ki,peki,"pace; to move along step by step, to tread along, trudge along, jog. ",ki
pekiki.ni,pekikini,"to present, as arms (petikini i nā pū). ",ni
peki.na,pekina,Peking. ,na
pek.ua,pekua, ,ua
peku.la,pekula,"picul, as used for the sale of sandalwood. ",la
peku.na,pekuna,a kick. ,na
pe.la,pela,"fertilizer, any decomposed material, especially decayed flesh and intestines removed from a corpse; the bones were buried secretly, and the flesh (pela) thrown into the sea (cf. kapa lau). ",la
pelaka.no,pelakano,"plane tree (RSV), chestnut (KJV). ",no
pela.moe,pela moe,mattress. ,moe
pela.ne,pelane,"plane tree (RSV), chestnut (KJV). ",ne
pelape.la,pelapela,"filthy, dirty, nasty, indecent, unclean, vulgar, lewd, obscene. ",la
pele.au,peleau, ,au
peleia.ke,peleiake,Pleiades. ,ke
peleka.na,pelekana,pelican. ,na
peleka.ne,pelekane,"Britain, British, England, English, Englishman. ",ne
pele.ke,peleke, ,ke
pelekepulika.no,pelekepulikano,Presbyterian. ,no
pele.ki,peleki,brake; to apply brakes. ,ki
pele.kia,pelekia,Persia; Persian. ,kia
pelekike.na,pelekikena,president; presidential. ,na
pelekiu.ma,pelekiuma,Belgium; Belgian. ,ma
peleko.na,pelekona,person. ,na
peleku.nu,pelekunu,"musty, moldy, or rank odor. ",nu
pelel.eu,peleleu,"   • extended, either longitudinally or horizontally;
   • long, broad, wide, as a nose; 
   • spreading, extending;
   • extension, projection.    ",eu
peleli.na,pelelina,Berlin. ,na
pelemaka.ni,pelemakani,"propeller, as of an airplane. Niʻihau. ",ni
peleminaha.ma,peleminahama,Birmingham. ,ma
pele.na,pelena,"crackers, biscuit, bread. ",na
pelepu.lu,pelepulu,"soaked, drenched, as by rain. ",lu
pel.eu,peleu, ,eu
pelia.la,peliala,friar. ,la
pelika.na,pelikana,pelican. ,na
pel.io,pelio,counterfeit. ,io
pelo.ni,peloni,felony. ,ni
pe.lu,pelu,"to fold, turn over or under, bend. ",lu
pel.ua,pelua, ,ua
pelu.kia,pelukia,Prussia; Prussian. ,kia
peluk.ua,pelukua,to turn about; to turn and go back. ,ua
pelupe.lu,pelupelu, ,lu
pe.na,pena,paint; to paint. ,na
pe.ne,pene,to reside a long time in one place. Kaʻū. ,ne
peneka.la,penekala,Bengal. ,la
peneki.ne,penekine,benzine. ,ne
penekui.na,penekuina,penguin. ,na
pe.ni,peni,penny. ,ni
peniki.la,penikila,painkiller. ,la
pe.no,peno,"soaked, drenched; to soak. ",no
penope.no,penopeno,"dirty, smutty. ",no
pe.nu,penu,"   • to sop up, as gravy; 
   • to dunk; 
   • to dab up, as tears.    ",nu
penupe.nu,penupenu, ,nu
pe.pa,pepa,"black or white pepper, produced from the fruit of a climbing Oriental shrub (Piper nigrum). ",pa
pepake.ne,pepakene,Cayenne pepper (Capsicum annuum cv. ‘longum’). ,ne
pepami.na,pepamina,peppermint (Mentha piperita). ,na
pe.pe,pepe,"flat, as a nose; low, squatty. ",pe
pepe.hu,pepehu, ,hu
pepeh.ua,pepehua, ,ua
pepei.ao,pepeiao,"cotyledon, as of beans. ",ao
pepeiaoh.ao,pepeiaohao,"horn of an animal; trumpet or horn made of an animal's horn. (Hal. 118.27)  lit., iron ear. ",ao
pepe.la,pepela, ,la
pepe.lu,pepelu,repetitious in speech. ,lu
pepe.na,pepena, ,na
pepe.no,pepeno, ,no
pepe.nu,pepenu, ,nu
pepeohi.na,pepeohina, ,na
pepe.pe,pepepe, ,pe
pep.eu,pepeu, ,eu
pepe.ua,pepeua,"hard, thick, disobedient. ",ua
p.eu,peu,"   • to thrust up, push up, 
   • root, uproot, 
   • prod, bunt, 
   • nudge upward, elbow upward, 
   • pout, 
   • jostle with the feet as to attract attention; 
   • to rise up, as grass that has been trod upon; 
   • to thrust, as a male in coition.    ",eu
pe.ua,peua, ,ua
peup.eu,peupeu, ,eu
pia.no,piano,piano. ,no
p.ie,pie, ,ie
pie.na,piena,"offensive to smell, stinking. ",na
piep.ie,piepie, ,ie
piha.na,pihana,"fullness, filling up, completion. ",na
piha.no,pihano,"silent, weak-voiced. ",no
pihaweuw.eu,pihaweuweu,"temporary bed made of dry ʻilima branches, dried banana leaves and grasses, over which a mat or two were spread. ",eu
pihu.lu,pihulu,"hairy, fuzzy. ",lu
pikaka.ni,pikakani,"a rattlebox (Crotalaria pallida, formerly known as C. mucronata), known in many tropical countries, a small, weedy, shrubby legume with three-parted leaves, yellow flowers striped with red, and many-seeded pods to 5 cm long. ",ni
pikani.ni,pikanini,"small (slang, from pickaninny). ",ni
pikaw.ai,pikawai,"to pick up, as a rooster picks up food. ",ai
pikekak.io,pikekakio,pistachio (Pistacia vera). ,io
pi.ki,piki,"shrunk, shortened, irregular. ",ki
piki.ki,pikiki, ,ki
pikima.na,pikimana,bituminous; coal. ,na
pikine.ki,pikineki,business. ,ki
pikini.ki,pikiniki,picnic. ,ki
pikipi.ki,pikipiki,"to pinch or squeeze, as in milking. ",ki
pikume.na,pikumena,coal. ,na
pi.la,pila,"any string instrument, formerly the fiddle; violin. ",la
pilapil.au,pilapilau,"somewhat bad-smelling, not quite spoiled. ",au
pilawaiw.ai,pilawaiwai,"account, reckoning, as of an estate; invoice. ",ai
pi.li,pili,"a grass (Heteropogon contortus) known in many warm regions, formerly used for thatching houses in Hawaiʻi; sometimes added to the hula altar to Laka, for knowledge to pili or cling; thatch (preceded by ke). ",li
piliha.la,pilihala,"wind associated with Kaʻawaloa, Hawaiʻi. lit., near pandanus. ",la
pilih.ua,pilihua,"   • sad, sorrowful, dejected, 
   • astonished, 
   • confused (Ier. 14.9) ,
   • bewitched (Oih. 8.9) ; 
   • weary.    ",ua
pilikahak.ai,pilikahakai,"shore, especially the area between high and low tides; near the shore. ",ai
pilik.ai,pilikai,"a vine (Stictocardia tiliaefolia) in the morning-glory family, native from India eastward, possibly into Polynesia, long known in Hawaiʻi, as on roadsides and rocky shores. Flowers are funnel-shaped, rose-purple, about 5.1 cm in diameter, the leaves heartshaped. ",ai
pilika.na,pilikana,"(probably pili, to cling, + -kana, nominalizer.) 
   • relation, relationship, 
   • kin, family.     ",na
pilika.ne,pilikane,Brittany. ,ne
piliki.no,pilikino,"   • personal, 
   • private, 
   • subjective, 
   • worldly. ",no
pilik.ua,pilikua,"   • giant, 
   • large strapping fellow, 
   • country person, one living in the country; countrified.    ",ua
pilil.ua,pililua,"name of a pair of stars, said to bring ʻōpelu fish. ",ua
pilim.ai,pilimai,"a native variety of sugar cane, a yellow-green mutant of ʻakilolo; used in hana aloha, love sorcery, with the prayer for love to cling and hold fast. ",ai
pili.moe,pilimoe,name of one of the tapas in the game of pūhenehene. ,moe
pilim.ua,pilimua,"gram. article, the part of speech: ke, ka, he, nā. ",ua
pili.na,pilina,"association, relationship, union, connection, meeting, joining, adhering, fitting. ",na
pilina.moe,pilina moe,bedsprings. ,moe
pilipi.li,pilipili,"any sticky matter, adhesive; pasty, gluey, viscid. ",li
pilipilika.na,pilipilikana, ,na
piliwaiw.ai,piliwaiwai,"gambling, betting, gambler; to bet, gamble. lit., to wager wealth. ",ai
pi.lu,pilu,"to shake, quiver, vibrate. ",lu
pilupi.lu,pilupilu, ,lu
pi.ma,pima,"beam, as for scales. ",ma
pi.na,pina, ,na
pina.na,pinana,to climb; a climb. ,na
pin.ao,pinao,dragonfly. ,ao
pin.au,pinau,"to recoil, snap, as a rope. ",au
pi.ne,pine,"pin, compass needle, peg, bolt, picket; stanchion to hold animal's head with yoke and pin; to pin. ",ne
pine.ki,pineki,peanut (Arachis hypogaea). ,ki
pinila.na,pinilana,"Finland, Finnish. ",na
pi.no,pino, ,no
pinopi.no,pinopino, ,no
p.io,pio,"   • captive, prisoner, victim, prey; conquered, captured, made prisoner; 
   • game of tag; to play tag.   ",io
piop.io,piopio, ,io
pipi.ki,pipiki,"shrunk, crinkled; tight, cramped. ",ki
pipi.li,pipili,tenacious. ,li
pipili.kia,pipilikia, ,kia
pipi.na,pipina, ,na
pipi.ne,pipine,promiscuous; promiscuous person. ,ne
pip.io,pipio, ,io
piu.ke,piuke,beauty. ,ke
piu.la,piula,"mule, donkey (Molokaʻi). ",la
poha.la,pohala,"   • to revive after fainting, recover consciousness; 
   • to recover from sickness; recovery.
   • relieved of worry; relief, rest,    ",la
poha.lu,pohalu, ,lu
pohe.ke,poheke,"forced out, squeezed. ",ke
pohoka.no,pohokano,hollow stone containing kukui oil used as a lamp (Malo 63); palm of the hand (stingy). ,no
poholel.ua,poholelua,"slow, as a vessel; unskilled, bungling, as in mechanical work. ",ua
pohol.ua,poholua,"to billow out, as sails. ",ua
poho.na,pohona,"sinking in, caving in, hollowing, as cheeks of an aged person; settling; bend, as in a U-shaped fish-hook. ",na
po.hu,pohu,"   • calm, quiet; 
   • calmed, quieted, soothed; 
   • to calm down, become quiet. 
    cf. (For. 5:93), He pohu ko Kona, the pohu is of Kona. ",hu
poini.kia,poinikia,Phoenicia; Phoenician. ,kia
poka.ke,pokake,mushroom-shaped; head of the penis. ,ke
pokeko.na,pokekona,Boston. ,na
poke.la,pokela,potter; pottery. ,la
pokepo.ke,pokepoke, ,ke
pokepo.la,pokepola,phosphorus. ,la
po.ki,poki,"fine, as stitches or mesh; small, dainty, close together. ",ki
po.kia,pokia,pole smeared with gum so that birds lighting on it will be caught. ,kia
poki.ni,pokini,boatswain. ,ni
pokipo.ki,pokipoki,"a parasitic isopod found clinging to the skin, gills, fins, mouths, and tails of fish. ",ki
pokiul.ai,pokiulai,Fourth of July. ,ai
pokiw.ai,pokiwai,"a drink of either warm or cold water, with sugar and cream. ",ai
poko.ke,pokoke,"kidney disease, urinary leakage. ",ke
pokuka.la,pokukala,Portugal. ,la
po.la,pola,"   • flap, as of a loincloth or sarong; 
   • tail of a kite.    ",la
polapo.la,polapola,"recovered from sickness; well, after sickness; to get well, convalesce; filling out, as after loss of weight; sprouting, as a bud. ",la
pole.ke,poleke,to have lost property by authority of a chief. ,ke
pole.mo,polemo, ,mo
polene.kia,polenekia,Polynesia; Polynesian. ,kia
po.li,poli,"bosom, breast; depression; (poetic) heart, arms. ",li
pol.ie,polie,"shining, gleaming; a gleam, flash of light. ",ie
poli.kia,polikia,"tied tightly, not easily unfastened. fig., severe suffering. ",kia
polik.ua,polikua,"the dark, invisible beyond, as on beyond the horizon or in the upper stratum. lit., back bosom. ",ua
poli.na,polina,"resplendent, shiny black. ",na
polipo.li,polipoli,"a soft, porous stone as used for polishing or for octopus lure sinkers ",li
polohila.ni,polohilani, ,ni
polohi.na,polohina,"gray, misty, smoky. fig., affectionate grief, pity. ",na
poloh.ua,polohua, ,ua
poloka.ke,polokake,slippery; wobbly; saturation. ,ke
polokala.ma,polokalama,"program, a term invented in the mid-1970s for the Hawaiian language radio program. ",ma
polo.ke,poloke,"broken; broke, without funds (slang). ",ke
polole.na,pololena,Florence. ,na
pololoh.ua,pololohua, ,ua
polo.na,polona, ,na
polopolo.na,polopolona,"musty odor; rancid, moldy odor, as of mildewed clothes; stuffy or stale smell of a room long closed. ",na
polopolo.ua,polopoloua,"unripe, growing pandanus fruit. ",ua
po.lu,polu, ,lu
polupo.lu,polupolu,"flabby, fat. ",lu
po.ma,poma, ,ma
pomeikala.na,pomeikalana,"the pomegranate (Punica granatum), an ornamental and fruit-bearing shrub from Persia. ",na
pomekela.ne,pomekelane,pomegranate. ,ne
pomelai.ke,pomelaike,pomegranate. ,ke
po.na,pona,"   • socket; 
   • eyeball, 
   • eye socket; 
   • joint of sugar-cane stalk, bamboo; 
   • hollow, as left after a sweet potato vine has been dug. ",na
ponapo.na,ponapona,jointed. ,na
p.one,pone,pony. ,one
po.ni,poni,"   • to anoint, to daub;
   • ointment, oil, 
   • consecrate, crown, ordain, inaugurate; 
   • appoint   ",ni
ponipo.ni,poniponi, ,ni
po.no,pono,"completely, properly, rightly, well, exactly, carefully, satisfactorily, much (an intensifier). ",no
ponokala.pa,ponokalapa,phonograph. ,pa
ponoko.pe,ponokope,"copyright; to copyright; to copy in any way, not necessarily properly. ",pe
ponopo.no,ponopono,"neat, tidy, in order, arranged, cared for, attended to, administered. ",no
ponulu.lu,ponululu, ,lu
ponunu.nu,ponununu, ,nu
po.pe,pope,"Pope; papist, Catholic. ",pe
pope.la,popela,poplar. ,la
popo.ke,popoke, ,ke
popo.ki,popoki,"short, thick. ",ki
popo.li,popoli,"arched, curved, warped. ",li
popolo.na,popolona, ,na
popo.ni,poponi, ,ni
popopo.no,popopono, ,no
poropole.me,poropoleme,problem. ,me
pouama.nu,pouamanu, ,nu
pouha.na,pouhana,"post set in the middle of each end of the house, supporting the ridgepole. fig., support, mainstay, as of a family. ",na
pou.li,pouli,eclipse. ,li
pou.na,pouna, ,na
pouoma.nu,pouomanu,"house post; post designating place of human sacrifice, said to be named for an ancient deity; center post. see illus. 1, illus. 2, illus. 3 ",nu
pouo.no,pouono,fishing net. ,no
p.ua,pua,"to issue, appear, come forth, emerge, said especially of smoke, wind, speech, and colors, hence to smoke, blow, speak, shine. ",ua
puaanea.ne,puaaneane,"extremity of life, extreme old age. ",ne
